time,account_name,cash,equity,open_positions
2023-01-03 16:35:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 16:40:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 16:45:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 16:50:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 16:55:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 17:00:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 17:05:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 17:10:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 17:15:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 17:20:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 17:25:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 17:30:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 17:35:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 17:40:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 17:45:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 17:50:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 17:55:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 18:00:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 18:05:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 18:10:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 18:15:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 18:20:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 18:25:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 18:30:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 18:35:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 18:40:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 18:45:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 18:50:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 18:55:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 19:00:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 19:05:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 19:10:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 19:15:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 19:20:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 19:25:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 19:30:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 19:35:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 19:40:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 19:45:00+00:00,account_1_no_decay,50000.0,50000.0,0
2023-01-03 19:50:00+00:00,account_1_no_decay,50000.0,50017.22319507179,1
2023-01-03 19:55:00+00:00,account_1_no_decay,50000.0,50095.197296396786,1
2023-01-03 20:00:00+00:00,account_1_no_decay,50000.0,50072.96371730411,1
2023-01-03 20:05:00+00:00,account_1_no_decay,50000.0,50101.66454862362,2
2023-01-03 20:10:00+00:00,account_1_no_decay,50125.0,50142.692918573746,1
2023-01-03 20:15:00+00:00,account_1_no_decay,50125.0,50163.83047616185,1
2023-01-03 20:20:00+00:00,account_1_no_decay,50125.0,50129.8986905513,2
2023-01-03 20:25:00+00:00,account_1_no_decay,50062.34375,50132.33255179171,1
2023-01-03 20:30:00+00:00,account_1_no_decay,50062.34375,50105.08858867816,1
2023-01-03 20:35:00+00:00,account_1_no_decay,50062.34375,50099.66004607946,2
2023-01-03 20:40:00+00:00,account_1_no_decay,50062.34375,50109.31797992404,2
2023-01-03 20:45:00+00:00,account_1_no_decay,50062.34375,50112.97075836318,2
