account_name,symbol,side,entry_time,entry_price,exit_time,exit_price,exit_reason,volume,stop_loss,take_profit,score,pnl
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 16:50:00+00:00,68.732,2022-01-03 16:55:00+00:00,68.525804,stop_loss,303.1096626510616,68.525804,69.144392,0.17534872889518738,-62.5
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 17:05:00+00:00,68.23,2022-01-03 17:10:00+00:00,68.02531,stop_loss,304.9581073818955,68.02531,68.63938,0.17534872889518738,-62.421875
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 17:20:00+00:00,68.299,2022-01-03 17:25:00+00:00,68.094103,stop_loss,304.2692067538774,68.094103,68.70879400000001,0.17534872889518738,-62.34384765625
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 17:35:00+00:00,67.985,2022-01-03 17:45:00+00:00,67.781045,stop_loss,305.29243140242545,67.781045,68.39291,0.17534872889518738,-62.265917846679685
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 17:50:00+00:00,67.977,2022-01-03 17:55:00+00:00,67.773069,stop_loss,304.9466998610912,67.773069,68.384862,0.17534872889518738,-62.188085449371336
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 18:05:00+00:00,67.831,2022-01-03 18:15:00+00:00,67.62750700000001,stop_loss,305.2210657986333,67.62750700000001,68.237986,0.17534872889518738,-62.110350342559634
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 18:35:00+00:00,67.83,2022-01-03 18:50:00+00:00,67.62651,stop_loss,304.8440336362021,67.62651,68.23698,0.17534872889518738,-62.032712404631425
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 18:20:00+00:00,67.694,2022-01-03 18:55:00+00:00,67.49091800000001,stop_loss,305.4564777017805,67.49091800000001,68.100164,0.17534872889518738,-62.032712404631425
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 18:50:00+00:00,67.768,2022-01-03 18:55:00+00:00,67.564696,stop_loss,305.1229311997332,67.564696,68.174608,0.17534872889518738,-62.03271240463142
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 19:20:00+00:00,67.682,2022-01-03 19:35:00+00:00,67.478954,stop_loss,304.3649701698822,67.478954,68.088092,0.17534872889518738,-61.800089733114056
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 19:05:00+00:00,67.626,2022-01-03 19:40:00+00:00,67.423122,stop_loss,304.6170098932095,67.423122,68.031756,0.17534872889518738,-61.800089733114056
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 19:35:00+00:00,67.618,2022-01-03 19:40:00+00:00,67.415146,stop_loss,304.65304964710293,67.415146,68.023708,0.17534872889518738,-61.800089733114056
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 19:50:00+00:00,67.318,2022-01-03 19:55:00+00:00,67.116046,stop_loss,304.86318367853414,67.116046,67.721908,0.17534872889518738,-61.568339396614874
account_1_no_decay,TSLA.NAS,buy,2022-01-03 20:50:00+00:00,392.83,2022-01-03 20:55:00+00:00,391.65151,stop_loss,52.17810840343876,391.65151,395.18698,0.1790100100097396,-61.491378972369105
account_1_no_decay,TSLA.NAS,buy,2022-01-03 20:05:00+00:00,392.32,2022-01-03 21:10:00+00:00,394.67392,take_profit,52.24593781638176,391.14304,394.67392,0.21687276085079338,122.98275794473821
account_1_no_decay,TSLA.NAS,buy,2022-01-03 20:20:00+00:00,391.91,2022-01-03 21:10:00+00:00,394.26146,take_profit,52.30059535128794,390.73427000000004,394.26146,0.16728019584780154,122.98275794473821
account_1_no_decay,TSLA.NAS,buy,2022-01-03 20:35:00+00:00,392.47,2022-01-03 21:10:00+00:00,394.82482000000005,take_profit,52.2259696897161,391.29259,394.82482000000005,0.18248219983746305,122.98275794473821
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 21:20:00+00:00,67.557,2022-01-03 21:55:00+00:00,67.354329,stop_loss,305.30120289014155,67.354329,67.962342,0.2448730170726776,-61.8757000909464
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 21:50:00+00:00,67.54,2022-01-03 21:55:00+00:00,67.33738000000001,stop_loss,305.3780480256027,67.33738000000001,67.94524000000001,0.30870792269706726,-61.87570009094641
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 21:05:00+00:00,67.509,2022-01-03 22:00:00+00:00,67.306473,stop_loss,303.24112216471184,67.306473,67.91405400000001,0.25822922587394714,-61.414514748653644
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 21:35:00+00:00,67.492,2022-01-03 22:00:00+00:00,67.289524,stop_loss,305.5952314888929,67.289524,67.896952,0.3315516412258148,-61.8757000909464
account_1_no_decay,CRM.NYSE,buy,2022-01-03 22:20:00+00:00,256.561,2022-01-03 22:40:00+00:00,255.79131699999996,stop_loss,79.98994140726553,255.79131699999996,258.100366,0.23260582093563345,-61.566898072169536
account_1_no_decay,CRM.NYSE,buy,2022-01-03 22:35:00+00:00,256.546,2022-01-03 22:40:00+00:00,255.77636199999998,stop_loss,79.99461834286815,255.77636199999998,258.085276,0.22558090723540686,-61.566898072169536
account_1_no_decay,CRM.NYSE,buy,2022-01-03 22:05:00+00:00,255.213,2022-01-04 16:35:00+00:00,254.447361,stop_loss,80.41243728724646,254.447361,256.744278,0.22432754094332036,-61.566898072169536
account_1_no_decay,NDAQ.NAS,buy,2022-01-03 22:50:00+00:00,67.625,2022-01-04 16:35:00+00:00,67.422125,stop_loss,302.7133990239671,67.422125,68.03075,0.20020543336868285,-61.41298082698911
account_1_no_decay,AAPL.NAS,buy,2022-01-04 16:50:00+00:00,182.331,2022-01-04 17:00:00+00:00,181.784007,stop_loss,111.99276037968806,181.784007,183.424986,0.23374584200633625,-61.25925597836518
account_1_no_decay,MSFT.NAS,buy,2022-01-04 17:05:00+00:00,333.23,2022-01-04 17:40:00+00:00,332.23031000000003,stop_loss,61.20165442126361,332.23031000000003,335.22938,0.2870797696613496,-61.18268190839222
account_1_no_decay,MSFT.NAS,buy,2022-01-04 17:20:00+00:00,332.93,2022-01-04 17:40:00+00:00,331.93121,stop_loss,61.256802639587015,331.93121,334.92758000000003,0.31814359574072615,-61.18268190839222
account_1_no_decay,MSFT.NAS,buy,2022-01-04 17:35:00+00:00,333.6,2022-01-04 17:40:00+00:00,332.5992,stop_loss,61.13377488847981,332.5992,335.6016,0.36578746255367034,-61.18268190839222
account_1_no_decay,MSFT.NAS,buy,2022-01-04 17:50:00+00:00,331.71,2022-01-04 17:55:00+00:00,330.71486999999996,stop_loss,61.251541860093326,330.71486999999996,333.70025999999996,0.32957149989351964,-60.95324685123574
account_1_no_decay,MSFT.NAS,buy,2022-01-04 18:05:00+00:00,329.78,2022-01-04 18:10:00+00:00,328.79065999999995,stop_loss,61.53299704112846,328.79065999999995,331.75867999999997,0.3173373662508451,-60.87705529267169
account_1_no_decay,MVRS.NAS,sell,2022-01-04 18:20:00+00:00,333.17,2022-01-04 18:25:00+00:00,334.16951,stop_loss,60.83076604892064,334.16951,331.17098,-0.23114442016687817,-60.80095897355585
account_1_no_decay,NDAQ.NAS,buy,2022-01-04 18:35:00+00:00,66.236,2022-01-04 18:40:00+00:00,66.03729200000001,stop_loss,305.5989581438091,66.03729200000001,66.63341600000001,0.26969158107584174,-60.7249577748389
account_1_no_decay,MVRS.NAS,sell,2022-01-04 18:50:00+00:00,335.56,2022-01-04 19:00:00+00:00,333.54664,take_profit,60.24660426115821,336.56667999999996,333.54664,-0.25164012398777735,121.29810315524414
account_1_no_decay,MVRS.NAS,sell,2022-01-04 19:05:00+00:00,333.55,2022-01-04 19:30:00+00:00,334.55064999999996,stop_loss,60.76117943993146,334.55064999999996,331.5487,-0.26265248972987465,-60.80067420656441
account_1_no_decay,MVRS.NAS,sell,2022-01-04 19:20:00+00:00,333.76,2022-01-04 19:45:00+00:00,334.76127999999994,stop_loss,60.722948832062315,334.76127999999994,331.75744,-0.1845207695348733,-60.80067420656441
account_1_no_decay,TSLA.NAS,sell,2022-01-04 19:50:00+00:00,386.6,2022-01-04 19:55:00+00:00,387.7598,stop_loss,52.29235430337128,387.7598,384.28040000000004,-0.15416533208876101,-60.648672521048006
account_1_no_decay,MVRS.NAS,sell,2022-01-04 19:35:00+00:00,334.49,2022-01-04 20:05:00+00:00,335.49346999999995,stop_loss,60.51468739853714,335.49346999999995,332.48306,-0.15753807132509914,-60.724673363806204
account_1_no_decay,TSLA.NAS,sell,2022-01-04 20:05:00+00:00,386.97,2022-01-04 20:10:00+00:00,388.13091,stop_loss,52.177052209387114,388.13091,384.64818,-0.3181955742294138,-60.57286168039669
account_1_no_decay,TSLA.NAS,sell,2022-01-04 20:20:00+00:00,387.0,2022-01-04 20:30:00+00:00,384.678,take_profit,52.04241150869451,388.16099999999994,384.678,-0.2601418552615426,120.84247952318879
account_1_no_decay,TSLA.NAS,sell,2022-01-04 20:35:00+00:00,383.87,2022-01-04 20:40:00+00:00,385.02160999999995,stop_loss,52.59792191887718,385.02160999999995,381.56678,-0.205824162077716,-60.572292860995425
account_1_no_decay,TSLA.NAS,sell,2022-01-04 20:50:00+00:00,382.79,2022-01-04 20:55:00+00:00,380.49326,take_profit,52.68038828506681,383.93836999999996,380.49326,-0.15080406194127452,120.99315498984434
account_1_no_decay,NVDA.NAS,buy,2022-01-04 21:20:00+00:00,28.78,2022-01-04 21:25:00+00:00,28.69366,stop_loss,702.4301475406137,28.69366,28.95268,0.21678297283748788,-60.647818938656485
account_1_no_decay,MVRS.NAS,sell,2022-01-04 21:05:00+00:00,334.48,2022-01-04 21:40:00+00:00,335.48344,stop_loss,60.43990566317787,335.48344,332.47312,-0.16506979672211997,-60.647818938656485
account_1_no_decay,NVDA.NAS,buy,2022-01-04 21:35:00+00:00,28.77,2022-01-04 22:05:00+00:00,28.942619999999998,take_profit,701.7959583476129,28.68369,28.942619999999998,0.19944804410139721,121.14401832996384
account_1_no_decay,CRM.NYSE,buy,2022-01-04 21:50:00+00:00,245.809,2022-01-04 22:20:00+00:00,247.283854,take_profit,82.03686519656877,245.071573,247.283854,0.2252265623549825,120.9923987826197
account_1_no_decay,CRM.NYSE,buy,2022-01-04 22:05:00+00:00,246.111,2022-01-04 22:20:00+00:00,247.58766599999998,take_profit,81.93619869531622,245.37266699999998,247.58766599999998,0.23238594921267763,120.99239878261737
account_1_no_decay,NVDA.NAS,buy,2022-01-04 22:20:00+00:00,29.03,2022-01-04 22:35:00+00:00,29.20418,take_profit,696.3787968104533,28.94291,29.20418,0.233787107726802,121.2952588284446
account_1_no_decay,NVDA.NAS,buy,2022-01-04 22:35:00+00:00,29.14,2022-01-04 22:50:00+00:00,29.31484,take_profit,697.210139684028,29.05258,29.31484,0.2720667733387514,121.90022082235522
account_1_no_decay,NVDA.NAS,buy,2022-01-04 22:50:00+00:00,29.24,2022-01-05 16:35:00+00:00,29.152279999999998,stop_loss,696.5541436925874,29.152279999999998,29.41544,0.26738464997874367,-61.101729484714404
account_1_no_decay,ADBE.NAS,sell,2022-01-05 16:50:00+00:00,530.52,2022-01-05 16:55:00+00:00,532.1115599999999,stop_loss,38.438844654859416,532.1115599999999,527.33688,-0.33433446288108826,-61.177727598886456
account_1_no_decay,NVDA.NAS,buy,2022-01-05 17:05:00+00:00,29.14,2022-01-05 17:10:00+00:00,29.05258,stop_loss,698.9390921915663,29.05258,29.31484,0.32764758114461545,-61.10125543938785
account_1_no_decay,PYPL.NAS,buy,2022-01-05 17:20:00+00:00,191.5,2022-01-05 17:35:00+00:00,190.9255,stop_loss,106.22259159284346,190.9255,192.649,0.32746914953545286,-61.024878870088614
account_1_no_decay,PYPL.NAS,buy,2022-01-05 17:35:00+00:00,191.11,2022-01-05 17:55:00+00:00,192.25666,take_profit,106.43936104876558,190.53667000000002,192.25666,0.36944797372928373,122.04975774017723
account_1_no_decay,ADBE.NAS,sell,2022-01-05 17:50:00+00:00,530.408,2022-01-05 17:55:00+00:00,531.9992239999999,stop_loss,38.30296537225741,531.9992239999999,527.225552,-0.6490423023700714,-60.948597771501
account_1_no_decay,TSLA.NAS,buy,2022-01-05 18:35:00+00:00,382.53,2022-01-05 18:40:00+00:00,381.38241,stop_loss,53.17663470530671,381.38241,384.82518,0.42031972891971714,-61.02497422146185
account_1_no_decay,ADBE.NAS,sell,2022-01-05 18:20:00+00:00,530.8,2022-01-05 19:00:00+00:00,532.3924,stop_loss,38.322641435231056,532.3924,527.6152,-0.525757172703743,-61.02497422146185
account_1_no_decay,ADBE.NAS,sell,2022-01-05 18:50:00+00:00,530.539,2022-01-05 19:00:00+00:00,532.1306169999999,stop_loss,38.29356748745946,532.1306169999999,527.355766,-0.44619850218296053,-60.94869300368502
account_1_no_decay,ADBE.NAS,sell,2022-01-05 18:05:00+00:00,531.311,2022-01-05 19:25:00+00:00,528.123134,take_profit,38.28578379484089,532.904933,528.123134,-0.7000810444355011,122.0499484429237
account_1_no_decay,ADBE.NAS,sell,2022-01-05 19:05:00+00:00,531.268,2022-01-05 19:25:00+00:00,528.0803920000001,take_profit,38.14535910291005,532.861804,528.0803920000001,-0.37848768532276156,121.59245183930717
account_1_no_decay,ADBE.NAS,sell,2022-01-05 19:20:00+00:00,530.954,2022-01-05 19:25:00+00:00,527.7682759999999,take_profit,38.16791782317288,532.5468619999999,527.7682759999999,-0.29145545661449435,121.59245183931151
account_1_no_decay,ADBE.NAS,sell,2022-01-05 19:35:00+00:00,527.167,2022-01-05 20:00:00+00:00,524.003998,take_profit,38.73078138098541,528.7485009999999,524.003998,-0.4347639173269272,122.50553896961985
account_1_no_decay,ADBE.NAS,sell,2022-01-05 19:50:00+00:00,526.267,2022-01-05 20:35:00+00:00,523.109398,take_profit,38.79701715720068,527.845801,523.109398,-0.4693655317479914,122.50553896961107
account_1_no_decay,ADBE.NAS,sell,2022-01-05 20:05:00+00:00,524.539,2022-01-05 20:40:00+00:00,521.391766,take_profit,39.022139064665346,526.1126169999999,521.391766,-0.48669740015810187,122.81180281704398
account_1_no_decay,ADBE.NAS,sell,2022-01-05 20:20:00+00:00,523.438,2022-01-05 20:45:00+00:00,520.297372,take_profit,39.10421827005295,525.0083139999999,520.297372,-0.43483459407633,122.81180281703955
account_1_no_decay,ADBE.NAS,sell,2022-01-05 20:35:00+00:00,523.475,2022-01-05 20:45:00+00:00,520.33415,take_profit,39.10145432511425,525.045425,520.33415,-0.4576327448541468,122.8118028170351
account_1_no_decay,ADBE.NAS,sell,2022-01-05 20:50:00+00:00,520.246,2022-01-05 20:55:00+00:00,521.8067379999999,stop_loss,39.737340663709986,521.8067379999999,517.124524,-0.5242138748819178,-62.01957759279347
account_1_no_decay,ADBE.NAS,sell,2022-01-05 21:05:00+00:00,523.057,2022-01-05 21:10:00+00:00,519.918658,take_profit,39.47438049823961,524.626171,519.918658,-0.4204124754125422,123.88410624160495
account_1_no_decay,ADBE.NAS,sell,2022-01-05 21:20:00+00:00,520.35,2022-01-05 21:40:00+00:00,517.2279,take_profit,39.7789361350425,521.9110499999999,517.2279,-0.451547080820257,124.19381650721802
account_1_no_decay,ADBE.NAS,sell,2022-01-05 21:35:00+00:00,519.038,2022-01-05 21:45:00+00:00,515.923772,take_profit,39.87948747079934,520.595114,515.923772,-0.4148070758039301,124.19381650721351
account_1_no_decay,ADBE.NAS,sell,2022-01-05 21:50:00+00:00,517.891,2022-01-05 22:00:00+00:00,514.783654,take_profit,40.167649688754935,519.4446729999999,514.783654,-0.38091697747057135,124.81478558975417
account_1_no_decay,ADBE.NAS,sell,2022-01-05 22:05:00+00:00,514.384,2022-01-05 22:10:00+00:00,515.927152,stop_loss,40.542611017489655,515.927152,511.29769600000003,-0.41794618422334845,-62.563411276859725
account_1_no_decay,ADBE.NAS,sell,2022-01-05 22:20:00+00:00,515.275,2022-01-06 16:35:00+00:00,516.8208249999999,stop_loss,40.421915166831155,516.8208249999999,512.18335,-0.3593162840062922,-62.48520701276364
account_1_no_decay,ADBE.NAS,sell,2022-01-05 22:35:00+00:00,515.492,2022-01-06 16:35:00+00:00,517.038476,stop_loss,40.404899276008344,517.038476,512.399048,-0.44663929397409613,-62.48520701276364
account_1_no_decay,ADBE.NAS,sell,2022-01-05 22:50:00+00:00,514.918,2022-01-06 16:35:00+00:00,516.4627539999999,stop_loss,40.44994025765123,516.4627539999999,511.828492,-0.45549609715288336,-62.48520701276364
account_1_no_decay,CRM.NYSE,buy,2022-01-06 16:50:00+00:00,230.333,2022-01-06 16:55:00+00:00,229.642001,stop_loss,90.0882454047912,229.642001,231.714998,0.27392034407924204,-62.250887486465764
account_1_no_decay,CRM.NYSE,buy,2022-01-06 17:20:00+00:00,229.846,2022-01-06 17:25:00+00:00,231.225076,take_profit,90.16627637216192,229.156462,231.225076,0.3203717466556665,124.34614775421537
