time,account_name,cash,equity,open_positions
2024-12-06 17:50:00+00:00,account_1_no_decay,54486.72239344009,54465.8056997768,2
2024-12-06 17:55:00+00:00,account_1_no_decay,54486.72239344009,54440.71946953749,2
2024-12-06 18:00:00+00:00,account_1_no_decay,54418.61399044829,54426.84665267782,1
2024-12-06 18:05:00+00:00,account_1_no_decay,54418.61399044829,54418.03923163742,2
2024-12-06 18:10:00+00:00,account_1_no_decay,54418.61399044829,54447.06291220737,2
2024-12-06 18:15:00+00:00,account_1_no_decay,54418.61399044829,54510.71342109335,2
2024-12-06 18:20:00+00:00,account_1_no_decay,54418.61399044829,54444.90318110937,3
2024-12-06 18:25:00+00:00,account_1_no_decay,54418.61399044829,54608.71428614171,3
2024-12-06 18:30:00+00:00,account_1_no_decay,54418.61399044829,54591.48440236031,3
2024-12-06 18:35:00+00:00,account_1_no_decay,54418.61399044829,54587.30913295827,4
2024-12-06 18:40:00+00:00,account_1_no_decay,54350.59072296023,54485.742785017144,3
2024-12-06 18:45:00+00:00,account_1_no_decay,54350.59072296023,54429.242339349425,3
2024-12-06 18:50:00+00:00,account_1_no_decay,54350.59072296023,54308.999870125735,4
2024-12-06 18:55:00+00:00,account_1_no_decay,54214.62921706847,54238.493435227596,2
2024-12-06 19:00:00+00:00,account_1_no_decay,54146.60594958041,54168.42250448866,1
2024-12-06 19:05:00+00:00,account_1_no_decay,54146.60594958041,54196.299584790904,2
2024-12-06 19:10:00+00:00,account_1_no_decay,54146.60594958041,54212.87888052814,2
2024-12-06 19:15:00+00:00,account_1_no_decay,54078.92269214343,54139.432759530486,1
2024-12-06 19:20:00+00:00,account_1_no_decay,54078.92269214343,54118.55717401315,2
2024-12-06 19:25:00+00:00,account_1_no_decay,54078.92269214343,54151.31967554847,2
2024-12-06 19:30:00+00:00,account_1_no_decay,54078.92269214343,54152.95780062524,2
2024-12-06 19:35:00+00:00,account_1_no_decay,54143.96072375673,54151.294188259446,2
2024-12-06 19:40:00+00:00,account_1_no_decay,54143.96072375673,54164.331222769535,2
2024-12-06 19:45:00+00:00,account_1_no_decay,54008.76341702637,54008.76341702637,0
2024-12-06 19:50:00+00:00,account_1_no_decay,54008.76341702637,53972.07574854018,1
2024-12-06 19:55:00+00:00,account_1_no_decay,53941.25246275509,53941.25246275509,0
2024-12-06 20:00:00+00:00,account_1_no_decay,53941.25246275509,53941.25246275509,0
2024-12-06 20:05:00+00:00,account_1_no_decay,53941.25246275509,53941.25246275509,0
2024-12-06 20:10:00+00:00,account_1_no_decay,53941.25246275509,53941.25246275509,0
2024-12-06 20:15:00+00:00,account_1_no_decay,53941.25246275509,53941.25246275509,0
2024-12-06 20:20:00+00:00,account_1_no_decay,53941.25246275509,53945.914094973305,1
2024-12-06 20:25:00+00:00,account_1_no_decay,53941.25246275509,53979.62128178193,1
2024-12-06 20:30:00+00:00,account_1_no_decay,53941.25246275509,54016.914339527655,1
2024-12-06 20:35:00+00:00,account_1_no_decay,53941.25246275509,54027.497489637055,2
2024-12-06 20:40:00+00:00,account_1_no_decay,53941.25246275509,54012.052813636095,2
2024-12-06 20:45:00+00:00,account_1_no_decay,53941.25246275509,53971.02265059149,2
2024-12-06 20:50:00+00:00,account_1_no_decay,53941.25246275509,53916.29278841317,3
2024-12-06 20:55:00+00:00,account_1_no_decay,53941.25246275509,53913.35657558566,3
2024-12-06 21:00:00+00:00,account_1_no_decay,53941.25246275509,53935.006833363885,3
2024-12-06 21:05:00+00:00,account_1_no_decay,53941.25246275509,53941.16542626322,4
2024-12-06 21:10:00+00:00,account_1_no_decay,53873.82589717664,53880.52633265464,3
2024-12-06 21:15:00+00:00,account_1_no_decay,53873.82589717664,53899.07515882815,3
2024-12-06 21:20:00+00:00,account_1_no_decay,53873.82589717664,53874.61013244131,4
2024-12-06 21:25:00+00:00,account_1_no_decay,53873.82589717664,53910.76214273743,4
2024-12-06 21:30:00+00:00,account_1_no_decay,54008.679028333536,54000.544873301136,3
2024-12-06 21:35:00+00:00,account_1_no_decay,54008.679028333536,54044.162978280154,4
2024-12-06 21:40:00+00:00,account_1_no_decay,54008.679028333536,54000.13668145891,4
