year,account_name,win_rate,R_w_bar,R_l_bar,expectancy_R,profit_factor,sigma_R,sharpe,max_drawdown
2024,account_1_no_decay,0.37574722459436377,1.6224100365787497,0.9552536796137573,0.013296307683171138,1.0276393158211516,1.3110557141519725,0.010141680128194676,0.1437120481896282
2024,account_2_decay,0.37572451414933516,1.6002288110716545,0.9551785081069233,0.0049506653451029115,1.013005027520832,1.302764767825091,0.00380012222265408,0.17689917358867077
