year,account_name,win_rate,R_w_bar,R_l_bar,expectancy_R,profit_factor,sigma_R,sharpe,max_drawdown
2022,account_1_no_decay,0.3622616699539776,1.9114984053935813,0.9922678672857186,0.05965535181112169,1.0942709672844941,1.4117692827038308,0.04225573721002721,0.10401524506505742
2022,account_2_decay,0.3665679499835472,1.9035035939013047,0.9931901429316539,0.06864494190938464,1.109112902209983,1.4135056721125063,0.04856361262901315,0.08027371842003725
