year,account_name,win_rate,R_w_bar,R_l_bar,expectancy_R,profit_factor,sigma_R,sharpe,max_drawdown
2023,account_1_no_decay,0.3817614424410541,1.6714802107202724,0.9659527671797603,0.0409174508049609,1.0724262984443602,1.3372717749133558,0.030597707640701542,0.13332327540379835
2023,account_2_decay,0.3834392716028174,1.672878849347542,0.9663830225369587,0.0456136271875226,1.0801658650629138,1.3402111281764562,0.0340346578449817,0.14211643535057925
