time,account_name,cash,equity,open_positions
2022-01-03 16:35:00+00:00,account_1_no_decay,50000.0,50000.0,0
2022-01-03 16:40:00+00:00,account_1_no_decay,50000.0,50000.0,0
2022-01-03 16:45:00+00:00,account_1_no_decay,50000.0,50000.0,0
2022-01-03 16:50:00+00:00,account_1_no_decay,50000.0,49999.09067101205,1
2022-01-03 16:55:00+00:00,account_1_no_decay,49937.5,49937.5,0
2022-01-03 17:00:00+00:00,account_1_no_decay,49937.5,49937.5,0
2022-01-03 17:05:00+00:00,account_1_no_decay,49937.5,49909.13889601348,1
2022-01-03 17:10:00+00:00,account_1_no_decay,49875.078125,49875.078125,0
2022-01-03 17:15:00+00:00,account_1_no_decay,49875.078125,49875.078125,0
2022-01-03 17:20:00+00:00,account_1_no_decay,49875.078125,49882.684855168845,1
2022-01-03 17:25:00+00:00,account_1_no_decay,49812.73427734375,49812.73427734375,0
2022-01-03 17:30:00+00:00,account_1_no_decay,49812.73427734375,49812.73427734375,0
2022-01-03 17:35:00+00:00,account_1_no_decay,49812.73427734375,49846.927029660816,1
2022-01-03 17:40:00+00:00,account_1_no_decay,49812.73427734375,49766.329827770576,1
2022-01-03 17:45:00+00:00,account_1_no_decay,49750.46835949707,49750.46835949707,0
2022-01-03 17:50:00+00:00,account_1_no_decay,49750.46835949707,49688.86912612513,1
2022-01-03 17:55:00+00:00,account_1_no_decay,49688.2802740477,49688.2802740477,0
2022-01-03 18:00:00+00:00,account_1_no_decay,49688.2802740477,49688.2802740477,0
2022-01-03 18:05:00+00:00,account_1_no_decay,49688.2802740477,49685.83850552131,1
2022-01-03 18:10:00+00:00,account_1_no_decay,49688.2802740477,49664.167809849605,1
2022-01-03 18:15:00+00:00,account_1_no_decay,49626.169923705136,49626.169923705136,0
2022-01-03 18:20:00+00:00,account_1_no_decay,49626.169923705136,49605.09342674371,1
2022-01-03 18:25:00+00:00,account_1_no_decay,49626.169923705136,49639.30455224631,1
2022-01-03 18:30:00+00:00,account_1_no_decay,49626.169923705136,49666.79563523947,1
2022-01-03 18:35:00+00:00,account_1_no_decay,49626.169923705136,49582.269933085256,2
2022-01-03 18:40:00+00:00,account_1_no_decay,49626.169923705136,49626.21156990159,2
2022-01-03 18:45:00+00:00,account_1_no_decay,49626.169923705136,49618.88796376554,2
2022-01-03 18:50:00+00:00,account_1_no_decay,49564.137211300505,49468.899164732444,2
2022-01-03 18:55:00+00:00,account_1_no_decay,49440.071786491244,49440.071786491244,0
2022-01-03 19:00:00+00:00,account_1_no_decay,49440.071786491244,49440.071786491244,0
2022-01-03 19:05:00+00:00,account_1_no_decay,49440.071786491244,49484.85048694554,1
2022-01-03 19:10:00+00:00,account_1_no_decay,49440.071786491244,49469.31501944099,1
2022-01-03 19:15:00+00:00,account_1_no_decay,49440.071786491244,49457.43495605516,1
2022-01-03 19:20:00+00:00,account_1_no_decay,49440.071786491244,49479.66267230759,2
2022-01-03 19:25:00+00:00,account_1_no_decay,49440.071786491244,49434.59800578292,2
2022-01-03 19:30:00+00:00,account_1_no_decay,49440.071786491244,49419.373456281355,2
2022-01-03 19:35:00+00:00,account_1_no_decay,49378.27169675813,49277.13301103345,2
2022-01-03 19:40:00+00:00,account_1_no_decay,49254.6715172919,49254.6715172919,0
2022-01-03 19:45:00+00:00,account_1_no_decay,49254.6715172919,49254.6715172919,0
2022-01-03 19:50:00+00:00,account_1_no_decay,49254.6715172919,49235.16027353647,1
2022-01-03 19:55:00+00:00,account_1_no_decay,49193.10317789528,49193.10317789528,0
2022-01-03 20:00:00+00:00,account_1_no_decay,49193.10317789528,49193.10317789528,0
2022-01-03 20:05:00+00:00,account_1_no_decay,49193.10317789528,49164.36791209627,1
2022-01-03 20:10:00+00:00,account_1_no_decay,49193.10317789528,49164.89037147444,1
2022-01-03 20:15:00+00:00,account_1_no_decay,49193.10317789528,49171.1598840124,1
2022-01-03 20:20:00+00:00,account_1_no_decay,49193.10317789528,49187.36432336571,2
2022-01-03 20:25:00+00:00,account_1_no_decay,49193.10317789528,49168.545947395534,2
2022-01-03 20:30:00+00:00,account_1_no_decay,49193.10317789528,49232.31933262781,2
2022-01-03 20:35:00+00:00,account_1_no_decay,49193.10317789528,49336.833703907476,3
